"Gene","Non.unique.Gene.name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p","Empirical_p"
"group_69484","","hypothetical protein",44,0,1080,149,3.91459074733096,100,Inf,0.00695792667348218,1,0.00487056183511816,2,2,0,0.5,0.5,0.0396039603960396
"group_9239","tolB","Tol-Pal system protein TolB",44,0,1080,149,3.91459074733096,100,Inf,0.00695792667348218,1,0.00487056183511816,2,2,0,0.5,0.5,0.0198019801980198
"group_151886","","hypothetical protein",44,0,1080,149,3.91459074733096,100,Inf,0.00695792667348218,1,0.00487056183511816,1,1,0,1,1,0.0198019801980198
"group_35748","rluD","Ribosomal large subunit pseudouridine synthase D",44,0,1080,149,3.91459074733096,100,Inf,0.00695792667348218,1,0.00487056183511816,1,1,0,1,1,0.0396039603960396
"group_45841","","hypothetical protein",44,0,1080,149,3.91459074733096,100,Inf,0.00695792667348218,1,0.00487056183511816,1,1,0,1,1,0.0495049504950495
"group_5281","","hypothetical protein",44,0,1080,149,3.91459074733096,100,Inf,0.00695792667348218,1,0.00487056183511816,2,2,0,0.5,0.5,0.0396039603960396
"group_5567","typA","GTP-binding protein TypA/BipA",44,0,1080,149,3.91459074733096,100,Inf,0.00695792667348218,1,0.00487056183511816,1,1,0,1,1,0.0198019801980198
"group_7073","","hypothetical protein",44,0,1080,149,3.91459074733096,100,Inf,0.00695792667348218,1,0.00487056183511816,3,3,0,0.25,0.25,0.0099009900990099
"group_15668","","hypothetical protein",44,0,1080,149,3.91459074733096,100,Inf,0.00695792667348218,1,0.00487056183511816,1,1,0,1,1,0.0396039603960396
"group_36972","","hypothetical protein",44,0,1080,149,3.91459074733096,100,Inf,0.00695792667348218,1,0.00487056183511816,1,1,0,1,1,0.0297029702970297
"group_46593","","hypothetical protein",44,0,1080,149,3.91459074733096,100,Inf,0.00695792667348218,1,0.00487056183511816,2,2,0,0.5,0.5,0.0396039603960396
"group_53827","rcsC_15","Sensor histidine kinase RcsC",44,0,1080,149,3.91459074733096,100,Inf,0.00695792667348218,1,0.00487056183511816,1,1,0,1,1,0.0099009900990099
"group_7119","","hypothetical protein",44,0,1080,149,3.91459074733096,100,Inf,0.00695792667348218,1,0.00487056183511816,1,1,0,1,1,0.0396039603960396
"group_9745","","hypothetical protein",44,0,1080,149,3.91459074733096,100,Inf,0.00695792667348218,1,0.00487056183511816,2,2,0,0.5,0.5,0.0198019801980198
"group_11209","lolD_1","Lipoprotein-releasing system ATP-binding protein LolD",44,0,1080,149,3.91459074733096,100,Inf,0.00695792667348218,1,0.00487056183511816,2,2,0,0.5,0.5,0.0198019801980198
"group_15779","sasA_15","Adaptive-response sensory-kinase SasA",44,0,1080,149,3.91459074733096,100,Inf,0.00695792667348218,1,0.00487056183511816,1,1,0,1,1,0.0198019801980198
"group_26352","","hypothetical protein",44,0,1080,149,3.91459074733096,100,Inf,0.00695792667348218,1,0.00487056183511816,1,1,0,1,1,0.0198019801980198
"group_54355","","hypothetical protein",44,0,1080,149,3.91459074733096,100,Inf,0.00695792667348218,1,0.00487056183511816,2,2,0,0.5,0.5,0.0198019801980198
"group_27004","","hypothetical protein",44,0,1080,149,3.91459074733096,100,Inf,0.00695792667348218,1,0.00487056183511816,1,1,0,1,1,0.0198019801980198
"group_47014","","hypothetical protein",44,0,1080,149,3.91459074733096,100,Inf,0.00695792667348218,1,0.00487056183511816,1,1,0,1,1,0.0198019801980198
"group_54591","","hypothetical protein",44,0,1080,149,3.91459074733096,100,Inf,0.00695792667348218,1,0.00487056183511816,1,1,0,1,1,0.0495049504950495
"group_61669","","hypothetical protein",44,0,1080,149,3.91459074733096,100,Inf,0.00695792667348218,1,0.00487056183511816,1,1,0,1,1,0.0297029702970297
"group_7516","","hypothetical protein",44,0,1080,149,3.91459074733096,100,Inf,0.00695792667348218,1,0.00487056183511816,2,2,0,0.5,0.5,0.0297029702970297
"group_16547","soj_3","Sporulation initiation inhibitor protein Soj",44,0,1080,149,3.91459074733096,100,Inf,0.00695792667348218,1,0.00487056183511816,1,1,0,1,1,0.0297029702970297
"group_28720","rssB_1","Regulator of RpoS",44,0,1080,149,3.91459074733096,100,Inf,0.00695792667348218,1,0.00487056183511816,1,1,0,1,1,0.0396039603960396
"group_38870","","hypothetical protein",44,0,1080,149,3.91459074733096,100,Inf,0.00695792667348218,1,0.00487056183511816,2,2,0,0.5,0.5,0.0198019801980198
"group_61680","ygiD","4,5-DOPA dioxygenase extradiol",44,0,1080,149,3.91459074733096,100,Inf,0.00695792667348218,1,0.00487056183511816,2,2,0,0.5,0.5,0.0099009900990099
"group_40058","","hypothetical protein",44,0,1080,149,3.91459074733096,100,Inf,0.00695792667348218,1,0.00487056183511816,1,1,0,1,1,0.0099009900990099
"group_4931","acoA","Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha",44,0,1080,149,3.91459074733096,100,Inf,0.00695792667348218,1,0.00487056183511816,1,1,0,1,1,0.0198019801980198
"group_5465","ndhC","NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic",44,0,1080,149,3.91459074733096,100,Inf,0.00695792667348218,1,0.00487056183511816,3,3,0,0.25,0.25,0.0297029702970297
"group_62214","","hypothetical protein",44,0,1080,149,3.91459074733096,100,Inf,0.00695792667348218,1,0.00487056183511816,2,2,0,0.5,0.5,0.0297029702970297
"group_116241","","hypothetical protein",44,0,1080,149,3.91459074733096,100,Inf,0.00695792667348218,1,0.00487056183511816,1,1,0,1,1,0.0099009900990099
"group_18049","","hypothetical protein",44,0,1080,149,3.91459074733096,100,Inf,0.00695792667348218,1,0.00487056183511816,2,2,0,0.5,0.5,0.0099009900990099
"group_29454","","hypothetical protein",44,0,1080,149,3.91459074733096,100,Inf,0.00695792667348218,1,0.00487056183511816,2,2,0,0.5,0.5,0.0297029702970297
"group_6800","","hypothetical protein",44,0,1080,149,3.91459074733096,100,Inf,0.00695792667348218,1,0.00487056183511816,1,1,0,1,1,0.0297029702970297
"group_111461","","hypothetical protein",45,0,1079,149,4.00355871886121,100,Inf,0.00722288202681756,1,0.00504963031880148,2,2,0,0.5,0.5,0.0198019801980198
"group_22221","","hypothetical protein",45,0,1079,149,4.00355871886121,100,Inf,0.00722288202681756,1,0.00504963031880148,1,1,0,1,1,0.0396039603960396
"group_564","rpnD_1","Recombination-promoting nuclease RpnD",45,0,1079,149,4.00355871886121,100,Inf,0.00722288202681756,1,0.00504963031880148,2,2,0,0.5,0.5,0.0198019801980198
"group_111797","crcB","Putative fluoride ion transporter CrcB",45,0,1079,149,4.00355871886121,100,Inf,0.00722288202681756,1,0.00504963031880148,2,2,0,0.5,0.5,0.0198019801980198
"group_23040","","hypothetical protein",45,0,1079,149,4.00355871886121,100,Inf,0.00722288202681756,1,0.00504963031880148,1,1,0,1,1,0.0198019801980198
"group_34172","","hypothetical protein",45,0,1079,149,4.00355871886121,100,Inf,0.00722288202681756,1,0.00504963031880148,2,2,0,0.5,0.5,0.0099009900990099
"group_44142","","hypothetical protein",45,0,1079,149,4.00355871886121,100,Inf,0.00722288202681756,1,0.00504963031880148,2,2,0,0.5,0.5,0.0297029702970297
"ypwA_1","","hypothetical protein",45,0,1079,149,4.00355871886121,100,Inf,0.00722288202681756,1,0.00504963031880148,1,1,0,1,1,0.0099009900990099
"group_34626","mmpI","Major membrane protein I",45,0,1079,149,4.00355871886121,100,Inf,0.00722288202681756,1,0.00504963031880148,4,4,0,0.125,0.125,0.0495049504950495
"group_44146","pdhD","Dihydrolipoyl dehydrogenase",45,0,1079,149,4.00355871886121,100,Inf,0.00722288202681756,1,0.00504963031880148,2,2,0,0.5,0.5,0.0099009900990099
"group_6745","","hypothetical protein",45,0,1079,149,4.00355871886121,100,Inf,0.00722288202681756,1,0.00504963031880148,1,1,0,1,1,0.0297029702970297
"group_12308","","IS5 family transposase IS1502",45,0,1079,149,4.00355871886121,100,Inf,0.00722288202681756,1,0.00504963031880148,2,2,0,0.5,0.5,0.0396039603960396
"group_25773","","hypothetical protein",45,0,1079,149,4.00355871886121,100,Inf,0.00722288202681756,1,0.00504963031880148,1,1,0,1,1,0.0198019801980198
"group_347","","hypothetical protein",45,0,1079,149,4.00355871886121,100,Inf,0.00722288202681756,1,0.00504963031880148,1,1,0,1,1,0.0099009900990099
"group_4593","htpG_1","Chaperone protein HtpG",45,0,1079,149,4.00355871886121,100,Inf,0.00722288202681756,1,0.00504963031880148,2,2,0,0.5,0.5,0.0297029702970297
"group_55270--group_69550","--","hypothetical protein--hypothetical protein",45,0,1079,149,4.00355871886121,100,Inf,0.00722288202681756,1,0.00504963031880148,2,2,0,0.5,0.5,0.0099009900990099
"group_12558","inlI_1","hypothetical protein",45,0,1079,149,4.00355871886121,100,Inf,0.00722288202681756,1,0.00504963031880148,1,1,0,1,1,0.0099009900990099
"group_36433","","hypothetical protein",45,0,1079,149,4.00355871886121,100,Inf,0.00722288202681756,1,0.00504963031880148,2,2,0,0.5,0.5,0.0396039603960396
"group_46985","","hypothetical protein",45,0,1079,149,4.00355871886121,100,Inf,0.00722288202681756,1,0.00504963031880148,1,1,0,1,1,0.0198019801980198
"group_14020","tdh_2","L-threonine 3-dehydrogenase",45,0,1079,149,4.00355871886121,100,Inf,0.00722288202681756,1,0.00504963031880148,2,2,0,0.5,0.5,0.0099009900990099
"group_470","","hypothetical protein",45,0,1079,149,4.00355871886121,100,Inf,0.00722288202681756,1,0.00504963031880148,1,1,0,1,1,0.0099009900990099
"group_26116","","hypothetical protein",45,0,1079,149,4.00355871886121,100,Inf,0.00722288202681756,1,0.00504963031880148,1,1,0,1,1,0.0099009900990099
"group_84681","caiE","Carnitine operon protein CaiE",45,0,1079,149,4.00355871886121,100,Inf,0.00722288202681756,1,0.00504963031880148,2,2,0,0.5,0.5,0.0099009900990099
"group_15109","","hypothetical protein",45,0,1079,149,4.00355871886121,100,Inf,0.00722288202681756,1,0.00504963031880148,1,1,0,1,1,0.0099009900990099
"group_16610","","hypothetical protein",45,0,1079,149,4.00355871886121,100,Inf,0.00722288202681756,1,0.00504963031880148,1,1,0,1,1,0.0099009900990099
"group_38764","","hypothetical protein",45,0,1079,149,4.00355871886121,100,Inf,0.00722288202681756,1,0.00504963031880148,1,1,0,1,1,0.0198019801980198
"group_51479","","hypothetical protein",45,0,1079,149,4.00355871886121,100,Inf,0.00722288202681756,1,0.00504963031880148,2,2,0,0.5,0.5,0.0297029702970297
"group_8781","icd_1","Isocitrate dehydrogenase [NADP]",45,0,1079,149,4.00355871886121,100,Inf,0.00722288202681756,1,0.00504963031880148,2,2,0,0.5,0.5,0.0198019801980198
"group_107428","","hypothetical protein",45,0,1079,149,4.00355871886121,100,Inf,0.00722288202681756,1,0.00504963031880148,1,1,0,1,1,0.0198019801980198
"group_17148","","hypothetical protein",45,0,1079,149,4.00355871886121,100,Inf,0.00722288202681756,1,0.00504963031880148,2,2,0,0.5,0.5,0.0099009900990099
"group_41098","surA","Chaperone SurA",45,0,1079,149,4.00355871886121,100,Inf,0.00722288202681756,1,0.00504963031880148,2,2,0,0.5,0.5,0.0099009900990099
"group_52342","","hypothetical protein",45,0,1079,149,4.00355871886121,100,Inf,0.00722288202681756,1,0.00504963031880148,1,1,0,1,1,0.0495049504950495
"group_9292","rsbU","hypothetical protein",45,0,1079,149,4.00355871886121,100,Inf,0.00722288202681756,1,0.00504963031880148,1,1,0,1,1,0.0198019801980198
"group_107436","","hypothetical protein",45,0,1079,149,4.00355871886121,100,Inf,0.00722288202681756,1,0.00504963031880148,1,1,0,1,1,0.0099009900990099
"group_20695","","hypothetical protein",45,0,1079,149,4.00355871886121,100,Inf,0.00722288202681756,1,0.00504963031880148,2,2,0,0.5,0.5,0.0099009900990099
"group_30230","","hypothetical protein",45,0,1079,149,4.00355871886121,100,Inf,0.00722288202681756,1,0.00504963031880148,2,2,0,0.5,0.5,0.0198019801980198
"group_41433","","hypothetical protein",45,0,1079,149,4.00355871886121,100,Inf,0.00722288202681756,1,0.00504963031880148,2,2,0,0.5,0.5,0.0297029702970297
"group_94000","","hypothetical protein",45,0,1079,149,4.00355871886121,100,Inf,0.00722288202681756,1,0.00504963031880148,2,2,0,0.5,0.5,0.0099009900990099
"group_55033","","hypothetical protein",45,0,1079,149,4.00355871886121,100,Inf,0.00722288202681756,1,0.00504963031880148,1,1,0,1,1,0.0198019801980198
"group_9880","swrC_1","Swarming motility protein SwrC",45,0,1079,149,4.00355871886121,100,Inf,0.00722288202681756,1,0.00504963031880148,1,1,0,1,1,0.0396039603960396
"group_1032","","hypothetical protein",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,1,1,0,1,1,0.0198019801980198
"group_12951","mdtB_2","Multidrug resistance protein MdtB",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,1,1,0,1,1,0.0099009900990099
"group_1833","","hypothetical protein",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,2,2,0,0.5,0.5,0.0198019801980198
"group_26883","","hypothetical protein",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,2,2,0,0.5,0.5,0.0297029702970297
"group_7107","","hypothetical protein",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,1,1,0,1,1,0.0099009900990099
"group_10334","glpD2","Glycerol-3-phosphate dehydrogenase 2",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,1,1,0,1,1,0.0297029702970297
"group_28214","","hypothetical protein",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,1,1,0,1,1,0.0297029702970297
"group_40206","","hypothetical protein",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,1,1,0,1,1,0.0297029702970297
"group_54902","ycf3","Photosystem I assembly protein Ycf3",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,2,2,0,0.5,0.5,0.0297029702970297
"group_10459","","hypothetical protein",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,1,1,0,1,1,0.0396039603960396
"group_1343","","IS3 family transposase ISLin2",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,1,1,0,1,1,0.0198019801980198
"group_20065","","putative oxidoreductase",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,1,1,0,1,1,0.0495049504950495
"group_40497","cheR","Chemotaxis protein methyltransferase",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,1,1,0,1,1,0.0297029702970297
"group_55174","","hypothetical protein",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,2,2,0,0.5,0.5,0.0198019801980198
"group_7341","","hypothetical protein",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,1,1,0,1,1,0.0198019801980198
"group_10721","","hypothetical protein",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,1,1,0,1,1,0.0198019801980198
"group_135564","","hypothetical protein",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,1,1,0,1,1,0.0297029702970297
"group_20880","","hypothetical protein",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,1,1,0,1,1,0.0396039603960396
"group_30267","","hypothetical protein",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,1,1,0,1,1,0.0297029702970297
"group_41583","","hypothetical protein",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,2,2,0,0.5,0.5,0.0297029702970297
"group_21104","","hypothetical protein",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,1,1,0,1,1,0.0297029702970297
"group_31581","oatA","O-acetyltransferase OatA",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,1,1,0,1,1,0.0099009900990099
"group_7977","","hypothetical protein",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,2,2,0,0.5,0.5,0.0198019801980198
"group_14498","inlA","Internalin A",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,1,1,0,1,1,0.0198019801980198
"group_5997","","hypothetical protein",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,1,1,0,1,1,0.0297029702970297
"group_8017","","hypothetical protein",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,2,2,0,0.5,0.5,0.0198019801980198
"group_34","","hypothetical protein",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,1,1,0,1,1,0.0198019801980198
"group_4313","","hypothetical protein",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,3,3,0,0.25,0.25,0.0495049504950495
"group_62094","btuB_4","Vitamin B12 transporter BtuB",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,1,1,0,1,1,0.0099009900990099
"group_11502","","hypothetical protein",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,1,1,0,1,1,0.0297029702970297
"group_15310","","hypothetical protein",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,2,2,0,0.5,0.5,0.0198019801980198
"group_24246","","hypothetical protein",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,1,1,0,1,1,0.0297029702970297
"group_36045","","hypothetical protein",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,1,1,0,1,1,0.0198019801980198
"group_47378","","hypothetical protein",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,1,1,0,1,1,0.0396039603960396
"group_84190","","hypothetical protein",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,2,2,0,0.5,0.5,0.0099009900990099
"group_1608","","hypothetical protein",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,1,1,0,1,1,0.0198019801980198
"group_24282","","hypothetical protein",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,2,2,0,0.5,0.5,0.0297029702970297
"group_36178","ubiB","protein kinase UbiB",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,1,1,0,1,1,0.0297029702970297
"group_6682","","hypothetical protein",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,1,1,0,1,1,0.0099009900990099
"group_84902","","hypothetical protein",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,1,1,0,1,1,0.0198019801980198
"group_2453","","hypothetical protein",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,1,1,0,1,1,0.0099009900990099
"group_4790","carB","Carbamoyl-phosphate synthase large chain",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,1,1,0,1,1,0.0198019801980198
"group_853","mepM","hypothetical protein",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,2,2,0,0.5,0.5,0.0198019801980198
"group_25709","lolD_2","Lipoprotein-releasing system ATP-binding protein LolD",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,1,1,0,1,1,0.0297029702970297
"group_26299","","hypothetical protein",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,1,1,0,1,1,0.0099009900990099
"group_3791","copA","hypothetical protein",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,2,2,0,0.5,0.5,0.0297029702970297
"group_523","rpnD_2","Recombination-promoting nuclease RpnD",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,2,2,0,0.5,0.5,0.0396039603960396
"group_69496","","hypothetical protein",40,0,1084,149,3.55871886120996,100,Inf,0.0107363643133213,1,0.00649742373436508,2,2,0,0.5,0.5,0.0495049504950495
"higA-1","","Antitoxin HigA-1",39,0,1085,149,3.46975088967972,100,Inf,0.0107469283896366,1,0.00649742373436508,2,2,0,0.5,0.5,0.0198019801980198
"group_21108","","hypothetical protein",39,0,1085,149,3.46975088967972,100,Inf,0.0107469283896366,1,0.00649742373436508,1,1,0,1,1,0.0297029702970297
"group_38663","","hypothetical protein",39,0,1085,149,3.46975088967972,100,Inf,0.0107469283896366,1,0.00649742373436508,2,2,0,0.5,0.5,0.0198019801980198
"group_54889","","hypothetical protein",39,0,1085,149,3.46975088967972,100,Inf,0.0107469283896366,1,0.00649742373436508,2,2,0,0.5,0.5,0.0495049504950495
"group_10833","","hypothetical protein",39,0,1085,149,3.46975088967972,100,Inf,0.0107469283896366,1,0.00649742373436508,2,2,0,0.5,0.5,0.0297029702970297
"group_4728","yidC","Membrane protein insertase YidC",39,0,1085,149,3.46975088967972,100,Inf,0.0107469283896366,1,0.00649742373436508,1,1,0,1,1,0.0198019801980198
"group_54891","","hypothetical protein",39,0,1085,149,3.46975088967972,100,Inf,0.0107469283896366,1,0.00649742373436508,2,2,0,0.5,0.5,0.0297029702970297
"group_6990","mqnC","Cyclic dehypoxanthine futalosine synthase",39,0,1085,149,3.46975088967972,100,Inf,0.0107469283896366,1,0.00649742373436508,3,3,0,0.25,0.25,0.0495049504950495
"group_2236","mdtC_2","Multidrug resistance protein MdtC",39,0,1085,149,3.46975088967972,100,Inf,0.0107469283896366,1,0.00649742373436508,1,1,0,1,1,0.0396039603960396
"group_55257","","hypothetical protein",39,0,1085,149,3.46975088967972,100,Inf,0.0107469283896366,1,0.00649742373436508,2,2,0,0.5,0.5,0.0198019801980198
"group_16905","rcsC_7","Sensor histidine kinase RcsC",39,0,1085,149,3.46975088967972,100,Inf,0.0107469283896366,1,0.00649742373436508,2,2,0,0.5,0.5,0.0396039603960396
"group_2254","","hypothetical protein",39,0,1085,149,3.46975088967972,100,Inf,0.0107469283896366,1,0.00649742373436508,2,2,0,0.5,0.5,0.0297029702970297
"group_30387","","hypothetical protein",39,0,1085,149,3.46975088967972,100,Inf,0.0107469283896366,1,0.00649742373436508,2,2,0,0.5,0.5,0.0396039603960396
"group_12197","","hypothetical protein",39,0,1085,149,3.46975088967972,100,Inf,0.0107469283896366,1,0.00649742373436508,1,1,0,1,1,0.0297029702970297
"group_16957","creB","Transcriptional regulatory protein CreB",39,0,1085,149,3.46975088967972,100,Inf,0.0107469283896366,1,0.00649742373436508,2,2,0,0.5,0.5,0.0198019801980198
"group_22992","ykuI_1","putative EAL-domain containing protein YkuI",39,0,1085,149,3.46975088967972,100,Inf,0.0107469283896366,1,0.00649742373436508,1,1,0,1,1,0.0396039603960396
"group_3143","","hypothetical protein",39,0,1085,149,3.46975088967972,100,Inf,0.0107469283896366,1,0.00649742373436508,2,2,0,0.5,0.5,0.0495049504950495
"group_5564","typA","GTP-binding protein TypA/BipA",39,0,1085,149,3.46975088967972,100,Inf,0.0107469283896366,1,0.00649742373436508,3,3,0,0.25,0.25,0.0396039603960396
"group_12550","","hypothetical protein",39,0,1085,149,3.46975088967972,100,Inf,0.0107469283896366,1,0.00649742373436508,1,1,0,1,1,0.0297029702970297
"group_16965","kdpE","KDP operon transcriptional regulatory protein KdpE",39,0,1085,149,3.46975088967972,100,Inf,0.0107469283896366,1,0.00649742373436508,1,1,0,1,1,0.0396039603960396
"group_4317","","hypothetical protein",39,0,1085,149,3.46975088967972,100,Inf,0.0107469283896366,1,0.00649742373436508,3,3,0,0.25,0.25,0.0198019801980198
"group_129447","","hypothetical protein",39,0,1085,149,3.46975088967972,100,Inf,0.0107469283896366,1,0.00649742373436508,1,1,0,1,1,0.0297029702970297
"group_43844","","hypothetical protein",39,0,1085,149,3.46975088967972,100,Inf,0.0107469283896366,1,0.00649742373436508,2,2,0,0.5,0.5,0.0099009900990099
"group_18872","","hypothetical protein",39,0,1085,149,3.46975088967972,100,Inf,0.0107469283896366,1,0.00649742373436508,1,1,0,1,1,0.0297029702970297
"group_44169","","hypothetical protein",39,0,1085,149,3.46975088967972,100,Inf,0.0107469283896366,1,0.00649742373436508,1,1,0,1,1,0.0099009900990099
"higA-2","","Antitoxin HigA-2",39,0,1085,149,3.46975088967972,100,Inf,0.0107469283896366,1,0.00649742373436508,1,1,0,1,1,0.0297029702970297
"group_44192","","hypothetical protein",39,0,1085,149,3.46975088967972,100,Inf,0.0107469283896366,1,0.00649742373436508,1,1,0,1,1,0.0198019801980198
"group_51707","cas6","CRISPR-associated endonuclease Cas6",39,0,1085,149,3.46975088967972,100,Inf,0.0107469283896366,1,0.00649742373436508,1,1,0,1,1,0.0297029702970297
"group_8249","psd","Phosphatidylserine decarboxylase proenzyme",39,0,1085,149,3.46975088967972,100,Inf,0.0107469283896366,1,0.00649742373436508,1,1,0,1,1,0.0297029702970297
"group_1371","","hypothetical protein",39,0,1085,149,3.46975088967972,100,Inf,0.0107469283896366,1,0.00649742373436508,1,1,0,1,1,0.0198019801980198
"group_44638","","hypothetical protein",39,0,1085,149,3.46975088967972,100,Inf,0.0107469283896366,1,0.00649742373436508,2,2,0,0.5,0.5,0.0198019801980198
"group_6011","","hypothetical protein",39,0,1085,149,3.46975088967972,100,Inf,0.0107469283896366,1,0.00649742373436508,1,1,0,1,1,0.0495049504950495
"group_151579","","hypothetical protein",39,0,1085,149,3.46975088967972,100,Inf,0.0107469283896366,1,0.00649742373436508,2,2,0,0.5,0.5,0.0099009900990099
"group_20699","","hypothetical protein",39,0,1085,149,3.46975088967972,100,Inf,0.0107469283896366,1,0.00649742373436508,2,2,0,0.5,0.5,0.0297029702970297
"group_2719","inlI_2","hypothetical protein",39,0,1085,149,3.46975088967972,100,Inf,0.0107469283896366,1,0.00649742373436508,1,1,0,1,1,0.0198019801980198
"group_3743","","hypothetical protein",39,0,1085,149,3.46975088967972,100,Inf,0.0107469283896366,1,0.00649742373436508,1,1,0,1,1,0.0396039603960396
"group_46444","ylmA","putative ABC transporter ATP-binding protein YlmA",39,0,1085,149,3.46975088967972,100,Inf,0.0107469283896366,1,0.00649742373436508,2,2,0,0.5,0.5,0.0198019801980198
"group_84883","","hypothetical protein",39,0,1085,149,3.46975088967972,100,Inf,0.0107469283896366,1,0.00649742373436508,2,2,0,0.5,0.5,0.0297029702970297
"group_15209","","hypothetical protein",39,0,1085,149,3.46975088967972,100,Inf,0.0107469283896366,1,0.00649742373436508,1,1,0,1,1,0.0297029702970297
"group_208941","","hypothetical protein",39,0,1085,149,3.46975088967972,100,Inf,0.0107469283896366,1,0.00649742373436508,2,2,0,0.5,0.5,0.0198019801980198
"group_29151","","hypothetical protein",39,0,1085,149,3.46975088967972,100,Inf,0.0107469283896366,1,0.00649742373436508,1,1,0,1,1,0.0099009900990099
"group_62053","","hypothetical protein",39,0,1085,149,3.46975088967972,100,Inf,0.0107469283896366,1,0.00649742373436508,2,2,0,0.5,0.5,0.0198019801980198
"group_84996","","hypothetical protein",39,0,1085,149,3.46975088967972,100,Inf,0.0107469283896366,1,0.00649742373436508,2,2,0,0.5,0.5,0.0099009900990099
"group_115688","","hypothetical protein",41,0,1083,149,3.64768683274021,100,Inf,0.0109882592257613,1,0.00649742373436508,1,1,0,1,1,0.0297029702970297
